id,marital-status,occupation,relationship,race,gender
13645, Married-civ-spouse, Sales, Husband, Black, Male
13646, Married-civ-spouse, Adm-clerical, Wife, White, Female
13647, Married-civ-spouse, ?, Husband, White, Male
13648, Married-civ-spouse, Sales, Husband, Black, Male
13649, Divorced, Craft-repair, Other-relative, White, Female
13650, Never-married, Transport-moving, Own-child, White, Male
13651, Married-civ-spouse, Exec-managerial, Husband, White, Male
13652, Married-civ-spouse, Exec-managerial, Husband, White, Male
13653, Never-married, Machine-op-inspct, Own-child, White, Female
13654, Married-civ-spouse, Handlers-cleaners, Husband, White, Male
13655, Married-civ-spouse, Prof-specialty, Husband, White, Male
13656, Married-civ-spouse, Exec-managerial, Husband, White, Male
13657, Separated, Other-service, Unmarried, White, Female
13658, Never-married, Exec-managerial, Own-child, White, Male
13659, Separated, Farming-fishing, Unmarried, Black, Male
13660, Widowed, Transport-moving, Unmarried, White, Female
13661, Married-civ-spouse, Sales, Husband, White, Male
13662, Never-married, Prof-specialty, Not-in-family, White, Female
13663, Never-married, Adm-clerical, Not-in-family, White, Female
13664, Never-married, Machine-op-inspct, Own-child, White, Female
13665, Widowed, Handlers-cleaners, Unmarried, Black, Male
13666, Married-civ-spouse, Adm-clerical, Wife, White, Female
13667, Separated, Craft-repair, Unmarried, White, Male
13668, Never-married, Tech-support, Own-child, White, Female
13669, Never-married, Adm-clerical, Not-in-family, White, Female
13670, Married-civ-spouse, Transport-moving, Husband, White, Male
13671, Married-civ-spouse, Craft-repair, Husband, White, Male
13672, Divorced, Adm-clerical, Not-in-family, White, Female
13673, Never-married, Other-service, Own-child, White, Female
13674, Never-married, Adm-clerical, Own-child, White, Male
13675, Married-civ-spouse, Adm-clerical, Husband, White, Male
13676, Married-civ-spouse, Exec-managerial, Husband, White, Male
13677, Never-married, Craft-repair, Own-child, White, Male
13678, Married-civ-spouse, Exec-managerial, Husband, White, Male
13679, Never-married, Prof-specialty, Not-in-family, White, Male
13680, Married-civ-spouse, Craft-repair, Husband, White, Male
13681, Married-civ-spouse, Transport-moving, Husband, White, Male
13682, Married-civ-spouse, Exec-managerial, Husband, White, Male
13683, Married-civ-spouse, Exec-managerial, Husband, White, Male
13684, Married-civ-spouse, Craft-repair, Husband, White, Male
13685, Married-civ-spouse, Craft-repair, Husband, White, Male
13686, Never-married, Machine-op-inspct, Own-child, Black, Female
13687, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male
13688, Married-civ-spouse, Craft-repair, Husband, White, Male
13689, Married-civ-spouse, Machine-op-inspct, Husband, White, Male
13690, Never-married, Adm-clerical, Not-in-family, White, Female
13691, Never-married, Adm-clerical, Not-in-family, White, Male
13692, Married-civ-spouse, Exec-managerial, Husband, White, Male
13693, Married-civ-spouse, Protective-serv, Husband, Black, Male
13694, Never-married, Other-service, Own-child, White, Male
13695, Never-married, Sales, Not-in-family, White, Female
13696, Married-civ-spouse, Sales, Husband, White, Male
13697, Married-civ-spouse, Craft-repair, Husband, White, Male
13698, Divorced, Handlers-cleaners, Own-child, White, Male
13699, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male
13700, Married-spouse-absent, Transport-moving, Own-child, White, Male
13701, Never-married, Exec-managerial, Unmarried, White, Female
13702, Divorced, Machine-op-inspct, Own-child, White, Female
13703, Never-married, Farming-fishing, Own-child, White, Male
13704, Married-civ-spouse, Sales, Husband, White, Male
13705, Married-civ-spouse, Farming-fishing, Husband, White, Male
13706, Never-married, Prof-specialty, Unmarried, Other, Female
13707, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male
13708, Married-civ-spouse, Protective-serv, Husband, White, Male
13709, Married-civ-spouse, Farming-fishing, Husband, White, Male
13710, Married-civ-spouse, Protective-serv, Husband, White, Male
13711, Married-civ-spouse, Adm-clerical, Husband, White, Male
13712, Divorced, ?, Unmarried, White, Female
13713, Never-married, Sales, Own-child, White, Female
13714, Married-civ-spouse, Prof-specialty, Wife, White, Female
13715, Married-civ-spouse, Sales, Wife, White, Female
13716, Never-married, Sales, Own-child, White, Female
13717, Never-married, Prof-specialty, Not-in-family, White, Male
13718, Divorced, Transport-moving, Not-in-family, White, Male
13719, Never-married, Other-service, Own-child, White, Male
13720, Never-married, Protective-serv, Own-child, White, Female
13721, Married-civ-spouse, Machine-op-inspct, Husband, White, Male
13722, Divorced, Adm-clerical, Unmarried, White, Female
13723, Married-civ-spouse, Prof-specialty, Husband, White, Male
13724, Married-civ-spouse, Craft-repair, Husband, White, Male
13725, Never-married, Prof-specialty, Own-child, White, Female
13726, Never-married, Sales, Not-in-family, White, Female
13727, Widowed, Adm-clerical, Not-in-family, White, Female
13728, Married-civ-spouse, Transport-moving, Husband, White, Male
13729, Divorced, Exec-managerial, Not-in-family, White, Female
13730, Divorced, Exec-managerial, Not-in-family, White, Male
13731, Married-civ-spouse, Machine-op-inspct, Husband, White, Male
13732, Married-civ-spouse, Exec-managerial, Husband, White, Male
13733, Married-civ-spouse, Adm-clerical, Wife, White, Female
13734, Married-civ-spouse, Exec-managerial, Husband, Black, Male
13735, Never-married, Adm-clerical, Not-in-family, White, Female
13736, Married-civ-spouse, Exec-managerial, Husband, White, Male
13737, Married-civ-spouse, Craft-repair, Husband, White, Male
13738, Never-married, Craft-repair, Not-in-family, White, Male
13739, Never-married, Prof-specialty, Not-in-family, White, Female
13740, Never-married, Sales, Own-child, Black, Female
13741, Never-married, Other-service, Own-child, White, Male
13742, Widowed, Farming-fishing, Unmarried, White, Female
13743, Never-married, Sales, Own-child, Black, Female
13744, Married-civ-spouse, Craft-repair, Husband, White, Male
13745, Never-married, ?, Unmarried, White, Female
13746, Never-married, Transport-moving, Own-child, White, Male
13747, Never-married, Transport-moving, Not-in-family, White, Male
13748, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male
13749, Married-civ-spouse, Prof-specialty, Husband, White, Male
13750, Divorced, Other-service, Not-in-family, Black, Female
13751, Married-civ-spouse, Exec-managerial, Husband, White, Male
13752, Married-civ-spouse, Craft-repair, Husband, Other, Male
13753, Married-civ-spouse, Craft-repair, Husband, Black, Male
13754, Divorced, Adm-clerical, Unmarried, Black, Female
13755, Never-married, Exec-managerial, Not-in-family, White, Female
13756, Never-married, Sales, Own-child, White, Female
13757, Never-married, Adm-clerical, Not-in-family, White, Male
13758, Never-married, Handlers-cleaners, Not-in-family, White, Male
13759, Never-married, Craft-repair, Not-in-family, White, Male
13760, Never-married, Other-service, Other-relative, White, Female
13761, Never-married, Sales, Own-child, White, Female
13762, Never-married, Sales, Not-in-family, White, Female
13763, Married-civ-spouse, Exec-managerial, Husband, White, Male
13764, Married-civ-spouse, Farming-fishing, Husband, White, Male
13765, Never-married, Adm-clerical, Own-child, White, Female
13766, Married-civ-spouse, Sales, Husband, White, Male
13767, Married-civ-spouse, Farming-fishing, Husband, White, Male
13768, Married-civ-spouse, Machine-op-inspct, Husband, White, Male
13769, Divorced, Prof-specialty, Unmarried, Asian-Pac-Islander, Female
13770, Married-civ-spouse, Exec-managerial, Husband, White, Male
13771, Divorced, Exec-managerial, Not-in-family, White, Female
13772, Never-married, Adm-clerical, Own-child, White, Male
13773, Married-civ-spouse, Sales, Husband, White, Male
13774, Divorced, Sales, Unmarried, White, Female
13775, Never-married, Machine-op-inspct, Not-in-family, White, Male
13776, Married-civ-spouse, Sales, Husband, White, Male
13777, Widowed, Other-service, Unmarried, White, Female
13778, Married-civ-spouse, Farming-fishing, Husband, White, Male
13779, Never-married, Sales, Unmarried, White, Female
13780, Married-civ-spouse, Exec-managerial, Husband, White, Male
13781, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Female
13782, Never-married, Prof-specialty, Not-in-family, White, Male
13783, Married-civ-spouse, Sales, Husband, White, Male
13784, Divorced, Adm-clerical, Other-relative, White, Female
13785, Married-civ-spouse, ?, Husband, White, Male
13786, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male
13787, Married-civ-spouse, Adm-clerical, Husband, White, Male
13788, Married-civ-spouse, Exec-managerial, Husband, White, Male
13789, Married-civ-spouse, Prof-specialty, Husband, White, Male
13790, Divorced, Machine-op-inspct, Own-child, White, Female
13791, Married-civ-spouse, Exec-managerial, Husband, White, Male
13792, Widowed, Other-service, Other-relative, Black, Female
13793, Never-married, Craft-repair, Own-child, White, Male
13794, Never-married, Other-service, Own-child, White, Female
13795, Married-civ-spouse, Adm-clerical, Husband, White, Male
13796, Married-civ-spouse, Exec-managerial, Husband, White, Male
13797, Married-civ-spouse, Adm-clerical, Husband, Black, Male
13798, Married-civ-spouse, Sales, Husband, White, Male
13799, Divorced, Machine-op-inspct, Not-in-family, White, Male
13800, Never-married, Adm-clerical, Own-child, White, Female
13801, Divorced, Adm-clerical, Unmarried, White, Female
13802, Married-civ-spouse, Prof-specialty, Husband, White, Male
13803, Divorced, Handlers-cleaners, Unmarried, White, Female
13804, Married-civ-spouse, Craft-repair, Husband, White, Male
13805, Divorced, Prof-specialty, Not-in-family, White, Female
13806, Never-married, Exec-managerial, Not-in-family, White, Male
13807, Married-civ-spouse, Exec-managerial, Husband, White, Male
13808, Never-married, Sales, Own-child, White, Female
13809, Never-married, Adm-clerical, Own-child, White, Female
13810, Married-civ-spouse, Craft-repair, Husband, White, Male
13811, Married-civ-spouse, Sales, Wife, White, Female
13812, Married-civ-spouse, Exec-managerial, Husband, White, Male
13813, Never-married, Sales, Own-child, White, Male
13814, Married-civ-spouse, Prof-specialty, Wife, White, Female
13815, Married-civ-spouse, Sales, Wife, White, Female
13816, Never-married, ?, Own-child, White, Male
13817, Separated, Prof-specialty, Not-in-family, White, Male
13818, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male
13819, Separated, Craft-repair, Own-child, Black, Female
13820, Married-civ-spouse, Exec-managerial, Husband, White, Male
13821, Married-civ-spouse, Craft-repair, Husband, White, Male
13822, Never-married, Machine-op-inspct, Other-relative, Asian-Pac-Islander, Male
13823, Never-married, Craft-repair, Not-in-family, White, Male
13824, Never-married, Craft-repair, Not-in-family, White, Male
13825, Married-civ-spouse, Craft-repair, Husband, Black, Male
13826, Married-civ-spouse, Craft-repair, Husband, White, Male
13827, Never-married, Exec-managerial, Not-in-family, Black, Male
13828, Married-spouse-absent, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male
13829, Divorced, Sales, Not-in-family, Amer-Indian-Eskimo, Female
13830, Never-married, Adm-clerical, Own-child, White, Male
13831, Divorced, Tech-support, Not-in-family, White, Male
13832, Married-civ-spouse, Protective-serv, Husband, White, Male
13833, Married-civ-spouse, Craft-repair, Husband, White, Male
13834, Divorced, Adm-clerical, Own-child, White, Female
13835, Married-civ-spouse, Handlers-cleaners, Husband, White, Male
13836, Married-civ-spouse, Craft-repair, Husband, White, Male
13837, Married-civ-spouse, Sales, Husband, White, Male
13838, Divorced, Adm-clerical, Unmarried, Black, Female
13839, Never-married, Tech-support, Own-child, White, Female
13840, Married-civ-spouse, Craft-repair, Husband, White, Male
13841, Married-civ-spouse, Sales, Husband, Black, Male
13842, Divorced, Prof-specialty, Unmarried, White, Male
13843, Never-married, Prof-specialty, Not-in-family, White, Female
13844, Separated, ?, Not-in-family, Asian-Pac-Islander, Male
13845, Married-civ-spouse, Craft-repair, Husband, White, Male
13846, Married-civ-spouse, ?, Husband, White, Male
13847, Divorced, Prof-specialty, Unmarried, White, Female
13848, Never-married, Sales, Not-in-family, White, Male
13849, Married-civ-spouse, Machine-op-inspct, Husband, White, Male
13850, Never-married, Machine-op-inspct, Not-in-family, White, Female
13851, Divorced, Priv-house-serv, Unmarried, White, Female
13852, Married-civ-spouse, Sales, Husband, White, Male
13853, Never-married, Other-service, Other-relative, White, Male
13854, Never-married, Craft-repair, Not-in-family, White, Male
13855, Married-civ-spouse, Craft-repair, Husband, White, Male
13856, Married-civ-spouse, Sales, Husband, White, Male
13857, Divorced, Craft-repair, Unmarried, White, Male
13858, Married-civ-spouse, Machine-op-inspct, Husband, White, Male
13859, Married-civ-spouse, Prof-specialty, Husband, White, Male
13860, Never-married, Craft-repair, Own-child, White, Male
13861, Never-married, Transport-moving, Not-in-family, White, Male
13862, Married-civ-spouse, Transport-moving, Husband, White, Male
13863, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male
13864, Married-civ-spouse, Exec-managerial, Husband, White, Male
13865, Married-civ-spouse, Transport-moving, Husband, White, Male
13866, Divorced, Other-service, Not-in-family, White, Female
13867, Married-civ-spouse, Other-service, Husband, White, Male
13868, Married-civ-spouse, Prof-specialty, Husband, White, Male
13869, Married-civ-spouse, Craft-repair, Husband, White, Male
13870, Married-civ-spouse, Craft-repair, Husband, White, Male
13871, Married-civ-spouse, Sales, Husband, White, Male
13872, Married-civ-spouse, Farming-fishing, Husband, White, Male
13873, Never-married, Sales, Other-relative, White, Female
13874, Married-civ-spouse, Exec-managerial, Wife, White, Female
13875, Divorced, Exec-managerial, Not-in-family, White, Male
13876, Divorced, Adm-clerical, Not-in-family, White, Female
13877, Married-civ-spouse, Machine-op-inspct, Husband, White, Male
13878, Married-civ-spouse, Adm-clerical, Husband, White, Male
13879, Never-married, Other-service, Own-child, White, Female
13880, Married-civ-spouse, Craft-repair, Husband, White, Male
13881, Married-civ-spouse, Other-service, Husband, White, Male
13882, Married-civ-spouse, Exec-managerial, Husband, White, Male
13883, Divorced, Sales, Not-in-family, White, Female
13884, Divorced, Prof-specialty, Unmarried, White, Female
13885, Married-civ-spouse, ?, Husband, White, Male
13886, Married-civ-spouse, Craft-repair, Husband, White, Male
13887, Married-civ-spouse, Machine-op-inspct, Husband, White, Male
13888, Married-civ-spouse, Handlers-cleaners, Husband, White, Male
13889, Divorced, Adm-clerical, Not-in-family, White, Female
13890, Married-civ-spouse, Sales, Husband, White, Male
13891, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male
13892, Married-civ-spouse, Prof-specialty, Husband, White, Male
13893, Married-civ-spouse, Prof-specialty, Husband, White, Male
13894, Never-married, Priv-house-serv, Not-in-family, White, Female
13895, Divorced, Adm-clerical, Unmarried, White, Female
13896, Married-civ-spouse, Machine-op-inspct, Husband, White, Male
13897, Married-civ-spouse, Craft-repair, Husband, White, Male
13898, Never-married, Priv-house-serv, Not-in-family, White, Female
13899, Divorced, Adm-clerical, Not-in-family, White, Female
13900, Married-civ-spouse, Adm-clerical, Wife, White, Female
13901, Never-married, Craft-repair, Own-child, Black, Female
13902, Married-civ-spouse, Exec-managerial, Husband, White, Male
13903, Married-civ-spouse, Other-service, Husband, White, Male
13904, Divorced, Adm-clerical, Not-in-family, White, Female
13905, Married-civ-spouse, Exec-managerial, Husband, White, Male
13906, Married-civ-spouse, Transport-moving, Husband, White, Male
13907, Never-married, Sales, Own-child, White, Female
13908, Divorced, Other-service, Unmarried, White, Female
13909, Married-civ-spouse, Transport-moving, Husband, White, Male
13910, Divorced, Craft-repair, Not-in-family, White, Male
13911, Married-civ-spouse, Sales, Husband, White, Male
13912, Divorced, Craft-repair, Not-in-family, White, Male
13913, Married-civ-spouse, Exec-managerial, Husband, White, Male
13914, Never-married, Sales, Not-in-family, Black, Male
13915, Married-civ-spouse, Sales, Husband, White, Male
13916, Never-married, Sales, Own-child, White, Male
13917, Married-civ-spouse, Transport-moving, Husband, White, Male
13918, Never-married, Craft-repair, Own-child, White, Male
13919, Widowed, Machine-op-inspct, Unmarried, White, Female
13920, Widowed, Adm-clerical, Unmarried, White, Female
13921, Never-married, Adm-clerical, Own-child, White, Female
13922, Married-civ-spouse, Exec-managerial, Husband, White, Male
13923, Married-civ-spouse, Tech-support, Husband, White, Male
13924, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male
13925, Married-civ-spouse, Prof-specialty, Husband, White, Male
13926, Divorced, Handlers-cleaners, Own-child, White, Male
13927, Separated, Other-service, Not-in-family, White, Female
13928, Married-civ-spouse, Exec-managerial, Husband, White, Male
13929, Widowed, Prof-specialty, Not-in-family, White, Female
13930, Married-civ-spouse, Exec-managerial, Husband, White, Male
13931, Married-civ-spouse, Transport-moving, Husband, White, Male
13932, Never-married, Exec-managerial, Not-in-family, White, Male
13933, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male
13934, Never-married, ?, Other-relative, Asian-Pac-Islander, Female
13935, Married-civ-spouse, Other-service, Husband, White, Male
13936, Married-civ-spouse, Transport-moving, Husband, White, Male
13937, Never-married, Handlers-cleaners, Other-relative, White, Male
13938, Never-married, Adm-clerical, Own-child, Black, Female
13939, Never-married, Handlers-cleaners, Own-child, Black, Male
13940, Married-civ-spouse, Machine-op-inspct, Husband, White, Male
13941, Never-married, Prof-specialty, Not-in-family, White, Female
13942, Married-civ-spouse, Exec-managerial, Husband, White, Male
13943, Married-civ-spouse, Handlers-cleaners, Husband, White, Male
13944, Married-civ-spouse, Transport-moving, Husband, White, Male
13945, Married-civ-spouse, Exec-managerial, Husband, White, Male
13946, Divorced, Prof-specialty, Not-in-family, White, Female
13947, Married-civ-spouse, Adm-clerical, Wife, Black, Female
13948, Married-civ-spouse, Exec-managerial, Husband, White, Male
13949, Never-married, Adm-clerical, Own-child, Black, Female
13950, Married-civ-spouse, ?, Husband, White, Male
13951, Never-married, Prof-specialty, Not-in-family, Black, Female
13952, Never-married, Craft-repair, Own-child, White, Male
13953, Married-civ-spouse, Other-service, Wife, White, Female
13954, Divorced, Machine-op-inspct, Not-in-family, White, Female
13955, Married-civ-spouse, Prof-specialty, Wife, White, Female
13956, Married-civ-spouse, Adm-clerical, Husband, White, Male
13957, Never-married, Priv-house-serv, Unmarried, White, Female
13958, Married-civ-spouse, Other-service, Husband, White, Male
13959, Never-married, Other-service, Own-child, White, Female
13960, Married-spouse-absent, Adm-clerical, Not-in-family, White, Female
13961, Married-civ-spouse, Exec-managerial, Husband, White, Male
13962, Married-civ-spouse, Exec-managerial, Husband, White, Male
13963, Never-married, Adm-clerical, Own-child, White, Female
13964, Married-civ-spouse, Exec-managerial, Husband, White, Male
13965, Never-married, Craft-repair, Unmarried, White, Female
13966, Married-civ-spouse, Sales, Husband, White, Male
13967, Married-civ-spouse, Prof-specialty, Wife, White, Female
13968, Married-civ-spouse, Craft-repair, Husband, White, Male
13969, Never-married, Transport-moving, Not-in-family, White, Male
13970, Never-married, Other-service, Own-child, White, Male
13971, Never-married, Prof-specialty, Unmarried, White, Female
13972, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male
13973, Divorced, Other-service, Not-in-family, White, Male
13974, Divorced, Transport-moving, Not-in-family, White, Male
13975, Married-civ-spouse, Prof-specialty, Own-child, White, Male
13976, Married-civ-spouse, Exec-managerial, Husband, White, Male
13977, Married-civ-spouse, Exec-managerial, Husband, White, Male
13978, Married-civ-spouse, Transport-moving, Husband, Black, Male
13979, Married-civ-spouse, Tech-support, Husband, White, Male
13980, Never-married, Farming-fishing, Not-in-family, White, Male
13981, Never-married, Craft-repair, Own-child, White, Male
13982, Never-married, Craft-repair, Not-in-family, White, Male
13983, Divorced, Protective-serv, Not-in-family, Black, Male
13984, Married-civ-spouse, Craft-repair, Husband, White, Male
13985, Never-married, Other-service, Own-child, White, Female
13986, Married-civ-spouse, Adm-clerical, Wife, White, Female
13987, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male
13988, Never-married, Prof-specialty, Own-child, White, Female
13989, Never-married, Handlers-cleaners, Own-child, White, Male
13990, Widowed, Other-service, Not-in-family, White, Male
13991, Married-civ-spouse, Tech-support, Other-relative, White, Male
13992, Never-married, Prof-specialty, Not-in-family, White, Male
13993, Married-civ-spouse, Tech-support, Husband, White, Male
13994, Divorced, Other-service, Unmarried, White, Female
13995, Never-married, Craft-repair, Own-child, White, Male
13996, Never-married, Exec-managerial, Not-in-family, White, Male
13997, Married-civ-spouse, Sales, Husband, White, Male
13998, Divorced, Exec-managerial, Not-in-family, White, Male
13999, Married-civ-spouse, Exec-managerial, Husband, White, Male
14000, Married-civ-spouse, Transport-moving, Husband, White, Male
14001, Married-civ-spouse, Exec-managerial, Husband, White, Male
14002, Married-civ-spouse, Adm-clerical, Husband, White, Male
14003, Never-married, Other-service, Not-in-family, White, Female
14004, Married-civ-spouse, Protective-serv, Husband, White, Male
14005, Married-civ-spouse, Exec-managerial, Wife, White, Female
14006, Widowed, ?, Not-in-family, White, Female
14007, Never-married, Other-service, Own-child, White, Female
14008, Never-married, Farming-fishing, Own-child, White, Male
14009, Married-civ-spouse, Prof-specialty, Husband, White, Male
14010, Divorced, Sales, Own-child, White, Male
14011, Divorced, Adm-clerical, Unmarried, White, Female
14012, Never-married, Sales, Unmarried, Black, Female
14013, Married-civ-spouse, Adm-clerical, Husband, White, Male
14014, Never-married, Sales, Own-child, White, Female
14015, Never-married, Other-service, Own-child, White, Male
14016, Married-civ-spouse, Sales, Husband, White, Male
14017, Married-civ-spouse, Protective-serv, Husband, White, Male
14018, Married-civ-spouse, Exec-managerial, Husband, White, Male
14019, Never-married, Adm-clerical, Own-child, White, Female
14020, Married-civ-spouse, Craft-repair, Husband, White, Male
14021, Never-married, Farming-fishing, Not-in-family, White, Male
14022, Never-married, Exec-managerial, Unmarried, Black, Female
14023, Married-civ-spouse, Exec-managerial, Husband, White, Male
14024, Never-married, Adm-clerical, Not-in-family, White, Male
14025, Never-married, Adm-clerical, Own-child, Black, Female
14026, Never-married, Handlers-cleaners, Own-child, White, Male
14027, Never-married, Other-service, Not-in-family, White, Male
14028, Married-civ-spouse, Craft-repair, Husband, White, Male
14029, Never-married, Sales, Not-in-family, White, Male
14030, Never-married, Handlers-cleaners, Own-child, White, Male
14031, Married-civ-spouse, Sales, Husband, White, Male
14032, Divorced, Farming-fishing, Not-in-family, White, Male
14033, Widowed, Machine-op-inspct, Unmarried, White, Female
14034, Never-married, Sales, Unmarried, Black, Female
14035, Married-civ-spouse, Sales, Husband, White, Male
14036, Married-civ-spouse, Transport-moving, Husband, White, Male
14037, Married-civ-spouse, Adm-clerical, Wife, White, Female
14038, Never-married, Adm-clerical, Not-in-family, White, Male
14039, Divorced, Farming-fishing, Not-in-family, White, Male
14040, Never-married, Sales, Own-child, White, Male
14041, Divorced, Adm-clerical, Unmarried, White, Female
14042, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male
14043, Married-civ-spouse, Exec-managerial, Husband, White, Male
14044, Never-married, Sales, Other-relative, Black, Male
14045, Married-civ-spouse, Exec-managerial, Husband, White, Male
14046, Married-civ-spouse, Transport-moving, Husband, White, Male
14047, Never-married, Adm-clerical, Unmarried, White, Female
14048, Widowed, Sales, Unmarried, White, Female
14049, Married-civ-spouse, Craft-repair, Husband, White, Male
14050, Never-married, Other-service, Other-relative, White, Female
14051, Never-married, Sales, Not-in-family, White, Male
14052, Married-civ-spouse, Handlers-cleaners, Husband, White, Male
14053, Divorced, Transport-moving, Unmarried, White, Female
14054, Never-married, ?, Not-in-family, Black, Female
14055, Married-civ-spouse, Adm-clerical, Wife, White, Female
14056, Never-married, Craft-repair, Not-in-family, White, Male
14057, Never-married, Adm-clerical, Own-child, Black, Female
14058, Married-civ-spouse, Sales, Wife, White, Female
14059, Never-married, Exec-managerial, Not-in-family, Other, Male
14060, Never-married, Craft-repair, Not-in-family, White, Male
14061, Divorced, Handlers-cleaners, Unmarried, White, Female
14062, Married-civ-spouse, Adm-clerical, Husband, White, Male
14063, Never-married, Adm-clerical, Unmarried, Black, Female
14064, Married-civ-spouse, Tech-support, Husband, White, Male
14065, Married-civ-spouse, Machine-op-inspct, Husband, White, Male
14066, Separated, Other-service, Not-in-family, White, Female
14067, Widowed, Other-service, Other-relative, White, Female
14068, Never-married, ?, Own-child, White, Female
14069, Married-civ-spouse, Other-service, Wife, White, Female
14070, Never-married, Exec-managerial, Not-in-family, White, Female
14071, Divorced, Sales, Not-in-family, White, Female
14072, Married-civ-spouse, Exec-managerial, Husband, White, Male
14073, Married-civ-spouse, Transport-moving, Husband, White, Male
14074, Separated, Other-service, Not-in-family, White, Male
14075, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male
14076, Never-married, Other-service, Own-child, White, Male
14077, Married-civ-spouse, Adm-clerical, Husband, White, Male
14078, Married-civ-spouse, Tech-support, Husband, White, Male
14079, Married-civ-spouse, Prof-specialty, Husband, White, Male
14080, Never-married, Other-service, Not-in-family, White, Female
14081, Married-civ-spouse, Tech-support, Wife, Black, Female
14082, Divorced, Exec-managerial, Unmarried, White, Female
14083, Married-civ-spouse, Protective-serv, Husband, White, Male
14084, Never-married, Adm-clerical, Not-in-family, White, Female
14085, Never-married, Handlers-cleaners, Not-in-family, White, Male
14086, Married-spouse-absent, Transport-moving, Not-in-family, Black, Male
14087, Never-married, Tech-support, Own-child, White, Male
14088, Never-married, Craft-repair, Not-in-family, White, Male
14089, Separated, Other-service, Not-in-family, White, Male
14090, Divorced, Other-service, Not-in-family, White, Female
14091, Married-civ-spouse, Craft-repair, Husband, White, Male
14092, Never-married, Adm-clerical, Own-child, White, Male
14093, Never-married, Craft-repair, Unmarried, White, Male
14094, Divorced, Exec-managerial, Unmarried, White, Male
14095, Never-married, Other-service, Own-child, White, Male
14096, Never-married, Handlers-cleaners, Not-in-family, White, Male
14097, Married-civ-spouse, Exec-managerial, Husband, White, Male
14098, Divorced, Machine-op-inspct, Unmarried, White, Female
14099, Never-married, Adm-clerical, Own-child, White, Female
14100, Widowed, Other-service, Not-in-family, White, Male
14101, Never-married, Transport-moving, Not-in-family, White, Male
14102, Never-married, Adm-clerical, Not-in-family, White, Male
14103, Married-spouse-absent, Craft-repair, Not-in-family, White, Male
14104, Never-married, Other-service, Own-child, Black, Male
14105, Married-civ-spouse, Prof-specialty, Husband, White, Male
14106, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male
14107, Never-married, Sales, Own-child, White, Male
14108, Married-civ-spouse, Prof-specialty, Husband, White, Male
14109, Never-married, ?, Own-child, Black, Female
14110, Never-married, Other-service, Not-in-family, White, Male
14111, Married-civ-spouse, Craft-repair, Husband, White, Male
14112, Divorced, Machine-op-inspct, Not-in-family, White, Male
14113, Never-married, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male
14114, Never-married, Adm-clerical, Not-in-family, White, Female
14115, Married-civ-spouse, Craft-repair, Husband, White, Male
14116, Married-civ-spouse, Sales, Wife, White, Female
14117, Never-married, Adm-clerical, Unmarried, White, Female
14118, Married-civ-spouse, Prof-specialty, Husband, White, Male
14119, Married-civ-spouse, ?, Husband, Asian-Pac-Islander, Male
14120, Never-married, Sales, Own-child, White, Male
14121, Never-married, Prof-specialty, Not-in-family, White, Female
14122, Widowed, Adm-clerical, Not-in-family, Black, Female
14123, Never-married, Tech-support, Not-in-family, White, Male
14124, Married-civ-spouse, ?, Husband, White, Male
14125, Never-married, Adm-clerical, Other-relative, White, Male
14126, Divorced, Other-service, Not-in-family, White, Female
14127, Married-civ-spouse, Protective-serv, Husband, White, Male
14128, Never-married, Other-service, Own-child, White, Male
14129, Married-civ-spouse, Prof-specialty, Husband, White, Male
14130, Married-civ-spouse, Craft-repair, Husband, White, Male
14131, Never-married, Prof-specialty, Own-child, White, Male
14132, Married-civ-spouse, Machine-op-inspct, Husband, White, Male
14133, Never-married, Craft-repair, Not-in-family, White, Male
14134, Divorced, Other-service, Own-child, White, Male
14135, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male
14136, Never-married, Sales, Own-child, White, Male
14137, Married-civ-spouse, Machine-op-inspct, Husband, White, Male
14138, Never-married, Adm-clerical, Own-child, Black, Female
14139, Married-AF-spouse, Craft-repair, Wife, Black, Female
14140, Married-civ-spouse, Craft-repair, Husband, White, Male
14141, Never-married, Craft-repair, Own-child, White, Male
14142, Married-civ-spouse, Transport-moving, Husband, White, Male
